A21059	Moment	der	-e			Einen Moment, bitte.	moment	One moment, please.	[sound:word_A21059.mp3]	[sound:sentence_A21059.mp3]
A21060	Moment	der	-e			Warten Sie bitte einen Moment.	moment	Please wait a moment.	[sound:word_A21060.mp3]	[sound:sentence_A21060.mp3]
A21061	Moment	der	-e			Ich habe im Moment sehr viel zu tun.	moment	I have a lot to do at the moment.	[sound:word_A21061.mp3]	[sound:sentence_A21061.mp3]
A21062	morgen					Morgen beginnt die Schule erst um zehn Uhr.	tomorrow	School doesn't start until ten o'clock tomorrow.	[sound:word_A21062.mp3]	[sound:sentence_A21062.mp3]
A21063	Motor	der	-en			Der Motor ist kaputt. Das Auto fährt nicht mehr.	engine	The engine is broken. The car no longer runs.	[sound:word_A21063.mp3]	[sound:sentence_A21063.mp3]
A21064	Motorroller	der	-			Oskar fährt mit dem Motorroller zur Arbeit.	scooter	Oskar drives to work on his scooter.	[sound:word_A21064.mp3]	[sound:sentence_A21064.mp3]
A21065	müde					Ich bin müde. Ich gehe schlafen.	tired	I am tired. I'm going to sleep.	[sound:word_A21065.mp3]	[sound:sentence_A21065.mp3]
A21066	Müll	der	(Sg.)			Bringst du bitte den Müll raus?	rubbish	Could you please take out the rubbish?	[sound:word_A21066.mp3]	[sound:sentence_A21066.mp3]
A21067	Müll	der	(Sg.)			Kann ich die Zeitungen wegwerfen? - Ja, sie sind alt. Wirf sie bitte in den Müll!	rubbish	Can I throw away the newspapers? - Yes, they are old. Please throw them in the rubbish!	[sound:word_A21067.mp3]	[sound:sentence_A21067.mp3]
A21068	Mund	der	"""-er"			Öffnen Sie bitte den Mund. Ich möchte in Ihren Hals sehen.	mouth	Please open your mouth. I would like to look down your throat.	[sound:word_A21068.mp3]	[sound:sentence_A21068.mp3]
A21069	Museum	das	-een			Im Kunstmuseum gibt es eine neue Ausstellung.	museum	There is a new exhibition at the art museum.	[sound:word_A21069.mp3]	[sound:sentence_A21069.mp3]
A21070	Musik	die	(Sg.)			Wie findest du die Musik?	music	What do you think of the music?	[sound:word_A21070.mp3]	[sound:sentence_A21070.mp3]
A21071	Musik	die	(Sg.)			Spanische Musik gefällt mir gut.	music	I like Spanish music.	[sound:word_A21071.mp3]	[sound:sentence_A21071.mp3]
A21072	müssen				muss, musste	Ich muss jeden Tag von 8 Uhr bis 18 Uhr arbeiten.	have to / must	I have to work from 8 a.m. to 6 p.m. every day.	[sound:word_A21072.mp3]	[sound:sentence_A21072.mp3]
A21073	Mütze	die	-n			Haben Sie rote Mützen?	cap	Do you have red caps?	[sound:word_A21073.mp3]	[sound:sentence_A21073.mp3]
A21074	nach					Ich gehe jetzt nach Hause.	after	I'm going home now.	[sound:word_A21074.mp3]	[sound:sentence_A21074.mp3]
A21075	nach					Ich fliege nach München.	after	I'm flying to Munich.	[sound:word_A21075.mp3]	[sound:sentence_A21075.mp3]
A21076	nach					Es ist schon fünf nach zwölf.	after	It's already five past twelve.	[sound:word_A21076.mp3]	[sound:sentence_A21076.mp3]
A21077	nach					Wir treffen uns nach der Arbeit.	after	We meet after work.	[sound:word_A21077.mp3]	[sound:sentence_A21077.mp3]
A21078	Nachbar	der	-n			Mein Nachbar kommt aus Brasilien.	male neighbor	My neighbour is from Brazil.	[sound:word_A21078.mp3]	[sound:sentence_A21078.mp3]
A21079	Nachbar	der	-n			Die neuen Nachbarn sind sehr nett.	male neighbor	The new neighbours are very nice.	[sound:word_A21079.mp3]	[sound:sentence_A21079.mp3]
A21080	Nachbarin	die	-nen			Meine Nachbarin ist Italienerin.	female neighbor	My neighbour is Italian.	[sound:word_A21080.mp3]	[sound:sentence_A21080.mp3]
A21081	Nachricht	die	-en			Ich sehe abends immer die Nachrichten im Fernsehen.	message	I always watch the news on television in the evening.	[sound:word_A21081.mp3]	[sound:sentence_A21081.mp3]
A21082	Nachricht	die	-en			Ich schreibe dir später eine Nachricht.	message	I'll write you a message later.	[sound:word_A21082.mp3]	[sound:sentence_A21082.mp3]
A21083	Nachricht	die	-en			Sie haben keine neuen Nachrichten.	message	You have no new messages.	[sound:word_A21083.mp3]	[sound:sentence_A21083.mp3]
A21084	nächste			nächster, nächstes		Sehen wir uns nächste Woche?	next	See you next week?	[sound:word_A21084.mp3]	[sound:sentence_A21084.mp3]
A21085	nächste			nächster, nächstes		Ihr nächster Termin ist in einem Monat.	next	Your next appointment is in a month's time.	[sound:word_A21085.mp3]	[sound:sentence_A21085.mp3]
A21086	nächste			nächster, nächstes		Bis nächstes Mal!	next	See you next time!	[sound:word_A21086.mp3]	[sound:sentence_A21086.mp3]
A21087	Nähe	die	(Sg.)			Die Post ist in der Nähe vom Bahnhof.	proximity / closeness	The post office is near the railway station.	[sound:word_A21087.mp3]	[sound:sentence_A21087.mp3]
A21088	Name	der	-n			Wie ist Ihr Name?	name	What is your name?	[sound:word_A21088.mp3]	[sound:sentence_A21088.mp3]
A21089	Name	der	-n			Mein Name ist Thomas Schmidt.	name	My name is Thomas Schmidt.	[sound:word_A21089.mp3]	[sound:sentence_A21089.mp3]
A21090	Name	der	-n			Mein Vorname ist Thomas; Schmidt ist der Familienname.	name	My first name is Thomas; Schmidt is the family name.	[sound:word_A21090.mp3]	[sound:sentence_A21090.mp3]
A21091	nass					Geh nicht mit den nassen Schuhen ins Wohnzimmer!	wet	Don't go into the living room with wet shoes!	[sound:word_A21091.mp3]	[sound:sentence_A21091.mp3]
A21092	nass					Du bist ja ganz nass. Hast du den Regenschirm vergessen?	wet	You're all wet. Have you forgotten your umbrella?	[sound:word_A21092.mp3]	[sound:sentence_A21092.mp3]
A21093	Natur	die	(Sg.)			Ich bin gern draußen in der Natur.	nature	I love being outdoors in nature.	[sound:word_A21093.mp3]	[sound:sentence_A21093.mp3]
A21094	natürlich					Natürlich helfen wir dir.	natural / of course / certainly	Of course we will help you.	[sound:word_A21094.mp3]	[sound:sentence_A21094.mp3]
A21095	natürlich					Kommst du zu meiner Party? - Natürlich.	natural / of course / certainly	Are you coming to my party? - Of course.	[sound:word_A21095.mp3]	[sound:sentence_A21095.mp3]
A21096	neben					Neben mir ist noch ein Platz frei.	next	There is still a free seat next to me.	[sound:word_A21096.mp3]	[sound:sentence_A21096.mp3]
A21097	neben					Die Apotheke ist neben der Post.	next	The pharmacy is next to the post office.	[sound:word_A21097.mp3]	[sound:sentence_A21097.mp3]
A21098	nebenan					Das ist José. Er wohnt nebenan.	next door	This is José. He lives next door.	[sound:word_A21098.mp3]	[sound:sentence_A21098.mp3]
A21099	neblig					Fahr vorsichtig! Es ist neblig.	foggy	Drive carefully! It's foggy.	[sound:word_A21099.mp3]	[sound:sentence_A21099.mp3]
A21100	nehmen				nimmt, hat genommen	Nehmen Sie die Tabletten vor dem Essen!	to take	Take the tablets before eating!	[sound:word_A21100.mp3]	[sound:sentence_A21100.mp3]
A21101	nehmen				nimmt, hat genommen	Was möchten Sie? - Ich nehme einen Salat.	to take	What would you like? - I'll have a salad.	[sound:word_A21101.mp3]	[sound:sentence_A21101.mp3]
A21102	nehmen				nimmt, hat genommen	Ich nehme den Bus.	to take	I take the bus.	[sound:word_A21102.mp3]	[sound:sentence_A21102.mp3]
A21103	nein					Möchten Sie ein Stück Kuchen? - Nein, danke.	no	Would you like a piece of cake? - No, thank you.	[sound:word_A21103.mp3]	[sound:sentence_A21103.mp3]
A21104	nein					Fährst du auch nach München? - Nein, ich habe keine Zeit.	no	Are you also travelling to Munich? - No, I don't have time.	[sound:word_A21104.mp3]	[sound:sentence_A21104.mp3]
A21105	nennen				nennt, hat genannt	Mein Freund heißt Alexander, aber alle nennen ihn Alex.	to call so. sth. / to mention	My boyfriend's name is Alexander, but everyone calls him Alex.	[sound:word_A21105.mp3]	[sound:sentence_A21105.mp3]
A21106	nervös					Bei Prüfungen bin ich immer sehr nervös.	nervous	I'm always very nervous during exams.	[sound:word_A21106.mp3]	[sound:sentence_A21106.mp3]
A21107	nett					Ich habe viele nette Kollegen.	kind	I have a lot of nice colleagues.	[sound:word_A21107.mp3]	[sound:sentence_A21107.mp3]
A21108	nett					Vielen Dank! Das ist sehr nett von dir.	kind	Thank you very much! That's very kind of you.	[sound:word_A21108.mp3]	[sound:sentence_A21108.mp3]
A21109	neu					Ich bin der neue Mitarbeiter.	new	I am the new employee.	[sound:word_A21109.mp3]	[sound:sentence_A21109.mp3]
A21110	neu					Wir haben eine neue Wohnung.	new	We have a new flat.	[sound:word_A21110.mp3]	[sound:sentence_A21110.mp3]
A21111	neu					Zeig mal! Ist das dein neues Handy?	new	Let me see! Is that your new mobile phone?	[sound:word_A21111.mp3]	[sound:sentence_A21111.mp3]
A21112	nicht					Das stimmt nicht.	not	That's not true.	[sound:word_A21112.mp3]	[sound:sentence_A21112.mp3]
A21113	nicht					Ich kann morgen leider nicht kommen.	not	Unfortunately I can't come tomorrow.	[sound:word_A21113.mp3]	[sound:sentence_A21113.mp3]
A21114	nicht					Lisa wohnt nicht in Hamburg, sie wohnt in Bremen.	not	Lisa doesn't live in Hamburg, she lives in Bremen.	[sound:word_A21114.mp3]	[sound:sentence_A21114.mp3]
A21115	nichts					Das macht nichts.	nothing	That doesn't matter.	[sound:word_A21115.mp3]	[sound:sentence_A21115.mp3]
A21116	nichts					Hier kaufe ich nichts. Der Laden gefällt mir nicht.	nothing	I don't buy anything here. I don't like the shop.	[sound:word_A21116.mp3]	[sound:sentence_A21116.mp3]
A21117	nie					Er kommt nie pünktlich.	never	He never arrives on time.	[sound:word_A21117.mp3]	[sound:sentence_A21117.mp3]
A21118	niemand					Hier ist niemand.	nobody	There is nobody here.	[sound:word_A21118.mp3]	[sound:sentence_A21118.mp3]
A21119	niemand					Hier ist der Anrufbeantworter von Familie Klein. Leider ist im Moment niemand zu Hause.	nobody	This is the Klein family's answering machine. Unfortunately, nobody is at home at the moment.	[sound:word_A21119.mp3]	[sound:sentence_A21119.mp3]
A21120	nirgends					Hier kann man nirgends parken.	nowhere	There is nowhere to park here.	[sound:word_A21120.mp3]	[sound:sentence_A21120.mp3]
A21121	nirgends					Wo ist Stefan? Ich kann ihn nirgends sehen.	nowhere	Where is Stefan? I can't see him anywhere.	[sound:word_A21121.mp3]	[sound:sentence_A21121.mp3]
A21122	noch					Vielleicht kommt er noch.	still	Maybe it will come.	[sound:word_A21122.mp3]	[sound:sentence_A21122.mp3]
A21123	noch					Es dauert noch ein paar Minuten.	still	It will take a few more minutes.	[sound:word_A21123.mp3]	[sound:sentence_A21123.mp3]
A21124	noch					Ich habe noch 20 Euro.	still	I still have 20 euros.	[sound:word_A21124.mp3]	[sound:sentence_A21124.mp3]
A21125	normal					Das ist doch ganz normal.	normal	That's quite normal.	[sound:word_A21125.mp3]	[sound:sentence_A21125.mp3]
A21126	Note	die	-n			Eva hat immer sehr gute Noten in Deutsch.	grade	Eva always has very good grades in German.	[sound:word_A21126.mp3]	[sound:sentence_A21126.mp3]
A21127	notieren				notiert, hat notiert	Notieren Sie bitte alle wichtigen Informationen.	to note	Please make a note of all important information.	[sound:word_A21127.mp3]	[sound:sentence_A21127.mp3]
A21128	Notiz	die	-en			Schreib mir bitte eine Notiz.	note	Please write me a note.	[sound:word_A21128.mp3]	[sound:sentence_A21128.mp3]
A21129	Notiz	die	-en			Haben Sie einen Notizzettel für mich?	note	Do you have a note for me?	[sound:word_A21129.mp3]	[sound:sentence_A21129.mp3]
A21130	notwendig					Muss ich noch einmal kommen? - Nein, das ist nicht notwendig.	necessary	Do I have to come again? - No, that is not necessary.	[sound:word_A21130.mp3]	[sound:sentence_A21130.mp3]
A21131	Nudel	die	-n			Möchten Sie lieber Reis oder Nudeln? - Lieber Nudeln, bitte.	noodle	Would you prefer rice or pasta? - Noodles, please.	[sound:word_A21131.mp3]	[sound:sentence_A21131.mp3]
A21132	Nummer	die	-n			Sie haben Zimmer Nummer zwölf.	number	You have room number twelve.	[sound:word_A21132.mp3]	[sound:sentence_A21132.mp3]
A21133	Nummer	die	-n			Welche Hausnummer haben Sie?	number	What house number do you have?	[sound:word_A21133.mp3]	[sound:sentence_A21133.mp3]
A21134	Nummer	die	-n			Können Sie mir bitte Ihre Nummer geben?	number	Can you please give me your number?	[sound:word_A21134.mp3]	[sound:sentence_A21134.mp3]
A21135	Nummer	die	-n			Haben Sie die Bluse auch eine Nummer kleiner?	number	Do you have the blouse one size smaller?	[sound:word_A21135.mp3]	[sound:sentence_A21135.mp3]
A21136	nur					Ich möchte nur ein Glas Wasser.	only / simply	I just want a glass of water.	[sound:word_A21136.mp3]	[sound:sentence_A21136.mp3]
A21137	nur					Das T-Shirt kostet nur fünf Euro.	only / simply	The T-shirt costs just five euros.	[sound:word_A21137.mp3]	[sound:sentence_A21137.mp3]
A21138	nützlich					Danke für den Tipp. Er war sehr nützlich.	useful	Thanks for the tip. It was very useful.	[sound:word_A21138.mp3]	[sound:sentence_A21138.mp3]
A21139	oben					Ich wohne oben im 4. Stock.	above	I live upstairs on the 4th floor.	[sound:word_A21139.mp3]	[sound:sentence_A21139.mp3]
A21140	Obst	das	(Sg.)			Obst kaufe ich immer auf dem Markt. Heute kaufe ich Äpfel und Orangen.	fruit	I always buy fruit at the market. Today I buy apples and oranges.	[sound:word_A21140.mp3]	[sound:sentence_A21140.mp3]
A21141	oder					Wann können Sie kommen - heute oder morgen?	or	When can you come - today or tomorrow?	[sound:word_A21141.mp3]	[sound:sentence_A21141.mp3]
A21142	oder					Entweder fahren wir mit dem Bus oder wir gehen zu Fuß.	or	We either take the bus or walk.	[sound:word_A21142.mp3]	[sound:sentence_A21142.mp3]
A21143	offen					Ist das Fenster im Bad noch offen?	open	Is the window in the bathroom still open?	[sound:word_A21143.mp3]	[sound:sentence_A21143.mp3]
A21144	offen					Ich glaube, der Supermarkt ist jetzt noch offen.	open	I think the supermarket is still open now.	[sound:word_A21144.mp3]	[sound:sentence_A21144.mp3]
A21145	öffnen				öffnet, hat geöffnet	Ich öffne die Tür.	to open	I open the door.	[sound:word_A21145.mp3]	[sound:sentence_A21145.mp3]
A21146	öffnen				öffnet, hat geöffnet	Der Laden ist samstags bis 16.00 Uhr geöffnet.	to open	The shop is open on Saturdays until 4.00 pm.	[sound:word_A21146.mp3]	[sound:sentence_A21146.mp3]
A21147	oft					Ich gehe nicht oft ins Kino.	often	I don't go to the cinema very often.	[sound:word_A21147.mp3]	[sound:sentence_A21147.mp3]
A21148	ohne					Bitte einen Kaffee ohne Milch und Zucker.	without	A coffee without milk and sugar, please.	[sound:word_A21148.mp3]	[sound:sentence_A21148.mp3]
A21149	ohne					Schaffst du das auch ohne mich oder soll ich dir helfen?	without	Can you manage without me or should I help you?	[sound:word_A21149.mp3]	[sound:sentence_A21149.mp3]
A21150	Ohr	das	-en			Ich habe Ohrenschmerzen.	ear	I have an earache.	[sound:word_A21150.mp3]	[sound:sentence_A21150.mp3]
A21151	Öl	das	-e			Machen wir den Salat mit Öl?	oil	Do we make the salad with oil?	[sound:word_A21151.mp3]	[sound:sentence_A21151.mp3]
A21152	Öl	das	-e			Können Sie bei meinem Auto bitte das Öl kontrollieren?	oil	Can you please check the oil in my car?	[sound:word_A21152.mp3]	[sound:sentence_A21152.mp3]
A21153	online					Wann bist du wieder online?	on-line	When will you be online again?	[sound:word_A21153.mp3]	[sound:sentence_A21153.mp3]
A21154	online					Ich habe hier kein Internet. Ich bin erst heute Abend wieder online.	on-line	I have no internet here. I won't be online again until tonight.	[sound:word_A21154.mp3]	[sound:sentence_A21154.mp3]
A21155	online					Sie können das Geld auch online überweisen.	on-line	You can also transfer the money online.	[sound:word_A21155.mp3]	[sound:sentence_A21155.mp3]
A21156	Orange	die	-n			Ich esse gern Orangen.	orange	I like eating oranges.	[sound:word_A21156.mp3]	[sound:sentence_A21156.mp3]
A21157	Ordnung	die	-en			Er hat seine Hausaufgabe gut gemacht. Das ist alles in Ordnung.	order	He did his homework well. That's all right.	[sound:word_A21157.mp3]	[sound:sentence_A21157.mp3]
A21158	Ordnung	die	-en			Ich mache gleich Ordnung in meinem Zimmer.	order	I'll tidy my room in a minute.	[sound:word_A21158.mp3]	[sound:sentence_A21158.mp3]
A21159	organisieren				organisiert, hat organisiert	Frau Gomez organisiert unseren Ausflug.	to organize	Mrs Gomez organises our excursion.	[sound:word_A21159.mp3]	[sound:sentence_A21159.mp3]
A21160	organisieren				organisiert, hat organisiert	Hast du schon alles für deinen Urlaub organisiert?	to organize	Have you already organised everything for your holiday?	[sound:word_A21160.mp3]	[sound:sentence_A21160.mp3]
A21161	Ort	der	-e			Vergessen Sie Ort und Datum nicht, wenn Sie einen Brief schreiben.	place	Don't forget the place and date when you write a letter.	[sound:word_A21161.mp3]	[sound:sentence_A21161.mp3]
A21162	Ort	der	-e			Der Ort liegt in den Bergen.	place	The village lies in the mountains.	[sound:word_A21162.mp3]	[sound:sentence_A21162.mp3]
A21163	Ort	der	-e			Wohnort: Köln.	place	Place of residence: Cologne.	[sound:word_A21163.mp3]	[sound:sentence_A21163.mp3]
A21164	Paar	das	-e			Romeo und Julia sind ein Paar.	Pair	Romeo and Juliet are a couple.	[sound:word_A21164.mp3]	[sound:sentence_A21164.mp3]
A21165	Paar	das	-e			Ich brauche ein Paar Schuhe.	Pair	I need a pair of shoes.	[sound:word_A21165.mp3]	[sound:sentence_A21165.mp3]
A21166	ein paar					Wir fahren ein paar Tage ans Meer.	a few	We go to the sea for a few days.	[sound:word_A21166.mp3]	[sound:sentence_A21166.mp3]
A21167	ein paar					Hast du ein paar Minuten Zeit?	a few	Do you have a few minutes?	[sound:word_A21167.mp3]	[sound:sentence_A21167.mp3]
A21168	packen				packt, hat gepackt	Ich muss noch meinen Koffer packen.	to pack	I still have to pack my suitcase.	[sound:word_A21168.mp3]	[sound:sentence_A21168.mp3]
A21169	Paket	das	-e			Bringst du bitte das Paket zur Post?	package	Could you please take the parcel to the post office?	[sound:word_A21169.mp3]	[sound:sentence_A21169.mp3]
A21170	Papier	das	-e			Hier sind Papier und Bleistift.	paper	Here are paper and pencil.	[sound:word_A21170.mp3]	[sound:sentence_A21170.mp3]
